index,start_date,lat,lon,fw_fw_06_swe_-2,swe_swe_average_-2,clusteringLabel
2327,2003-03-01,45.01756,135.20834,0,0,0
2376,2003-03-01,56.57359,159.58157,0,0,0
2385,2003-03-01,55.77769,156.34869,1,6,2
2397,2003-03-01,48.48409,139.50218,6,0,1
2452,2003-03-01,0.67776,112.54585,40,0,4
2465,2003-03-01,56.95632,160.1862,0,10,2
2476,2003-03-01,55.99356,156.19406,0,10,2
2488,2003-03-01,48.50953,139.05356,0,0,0
2517,2003-03-01,43.59712,132.77408,3,0,0
2527,2003-03-01,37.30514,127.07307,23,0,7
2538,2003-03-01,1.67314,112.58253,0,0,0
2546,2003-03-01,56.84506,-158.5654,21,0,7
2554,2003-03-01,57.25682,160.42688,0,0,0
2573,2003-03-01,49.4733,140.06943,1,13,2
2575,2003-03-01,49.16307,139.57393,0,1,0
2639,2003-03-01,0.33184,112.12796,0,0,0
2640,2003-03-01,0.03692,112.0679,0,0,0
2667,2003-03-01,49.65724,139.85962,6,1,1
2685,2003-03-01,46.73494,135.64861,0,0,0
2719,2003-03-01,37.80805,126.81865,14,0,7
2736,2003-03-01,2.77958,112.46902,33,0,4
2749,2003-03-01,57.28225,-158.2729,18,0,7
2784,2003-03-01,48.07958,137.00565,0,0,0
2808,2003-03-01,43.91148,131.94441,0,0,0
2811,2003-03-01,43.36183,131.37343,1,0,0
2825,2003-03-01,40.52645,128.70187,8,0,1
2835,2003-03-01,37.75643,126.46028,4,0,1
2886,2003-03-01,51.68448,142.30576,0,5,2
2898,2003-03-01,49.0716,137.96486,0,0,0
2915,2003-03-01,46.21782,134.1449,13,0,7
2922,2003-03-01,44.43891,132.11703,10,0,1
2928,2003-03-01,43.33865,130.97174,0,0,0
3016,2003-03-01,51.72598,141.82346,1,0,0
3053,2003-03-01,44.6025,131.90038,0,0,0
3056,2003-03-01,44.05385,131.32176,0,0,0
3063,2003-03-01,42.75064,130.02165,8,0,1
3098,2003-03-01,28.60737,120.32001,30,0,4
3111,2003-03-01,25.62113,118.9313,0,0,0
3115,2003-03-01,24.68437,118.52711,0,0,0
3128,2003-03-01,57.56972,-156.3244,0,0,0
3142,2003-03-01,58.27789,159.34741,1,12,2
3145,2003-03-01,58.02325,158.19859,9,0,1
3184,2003-03-01,46.55471,133.70784,11,0,1
3205,2003-03-01,42.33892,129.26978,9,0,1
3284,2003-03-01,58.8939,161.16624,0,11,2
3316,2003-03-01,48.94653,136.36392,13,0,7
3328,2003-03-01,46.8976,133.69804,26,0,15
3337,2003-03-01,45.29175,131.85504,8,0,1
3364,2003-03-01,40.15583,127.03039,4,0,1
3376,2003-03-01,31.99589,121.56181,43,0,4
3410,2003-03-01,24.22885,117.86489,21,0,7
3426,2003-03-01,57.99897,-155.99599,0,0,0
3429,2003-03-01,58.27873,-157.12633,12,0,1
3438,2003-03-01,59.26415,-161.83405,21,0,7
3447,2003-03-01,59.47566,163.05467,1,12,2
3511,2003-03-01,43.60019,129.7323,0,0,0
3513,2003-03-01,43.22169,129.36932,0,0,0
3520,2003-03-01,41.87743,128.14169,0,0,0
3548,2003-03-01,30.35429,120.41958,9,0,1
3556,2003-03-01,28.54525,119.52599,6,0,1
3582,2003-03-01,1.14835,111.08376,0,0,0
3607,2003-03-01,60.24942,-166.7092,1,0,0
3627,2003-03-01,53.20886,142.3443,9,20,5
3637,2003-03-01,51.39855,139.1028,0,3,2
3653,2003-03-01,48.78809,135.22647,39,0,4
3666,2003-03-01,46.5199,132.41698,5,0,1
3670,2003-03-01,45.79769,131.60866,7,0,1
3684,2003-03-01,43.1864,128.96999,0,0,0
3720,2003-03-01,30.03566,119.99667,13,0,7
3722,2003-03-01,29.58385,119.77267,6,0,1
3724,2003-03-01,29.12998,119.55169,0,0,0
3733,2003-03-01,27.0622,118.59323,10,0,1
3799,2003-03-01,60.18514,164.47589,0,14,2
3821,2003-03-01,51.4213,138.62149,1,1,0
3909,2003-03-01,27.18826,118.40331,11,0,1
3910,2003-03-01,26.95568,118.30076,5,0,1
3920,2003-03-01,24.60143,117.31153,22,0,7
3928,2003-03-01,0.48617,110.61225,6,0,1
3950,2003-03-01,59.85411,-161.01678,7,0,1
3965,2003-03-01,61.1217,170.46336,0,17,3
4037,2003-03-01,45.00941,129.99417,0,0,0
4070,2003-03-01,31.641,120.28972,0,0,0
4095,2003-03-01,25.43634,117.41451,0,0,0
4102,2003-03-01,23.76671,116.74958,0,0,0
4117,2003-03-01,58.85272,-155.31282,0,0,0
4147,2003-03-01,61.35118,170.38788,0,15,3
4174,2003-03-01,52.40771,139.20898,21,1,7
4180,2003-03-01,51.4583,137.65739,0,0,0
4220,2003-03-01,44.41097,129.0233,3,0,0
4235,2003-03-01,41.49323,126.43085,6,0,1
4247,2003-03-01,32.65979,120.56084,6,0,1
4249,2003-03-01,32.2163,120.32361,0,0,0
4296,2003-03-01,58.23322,-152.14555,14,0,7
4335,2003-03-01,61.4986,169.40848,0,15,3
4358,2003-03-01,52.43098,138.71529,0,1,0
4423,2003-03-01,40.63565,125.41217,15,0,7
4487,2003-03-01,59.8444,-157.31348,11,0,1
4516,2003-03-01,61.91967,171.60708,0,0,0
4519,2003-03-01,61.80964,170.23332,0,0,0
4550,2003-03-01,51.31971,136.44412,19,0,7
4568,2003-03-01,48.22915,132.31622,33,0,4
4592,2003-03-01,43.75471,127.67359,4,0,1
4621,2003-03-01,31.3539,119.34521,0,0,0
4693,2003-03-01,61.36969,-164.30507,0,28,3
4696,2003-03-01,61.55069,-165.63,0,13,2
4699,2003-03-01,62.44999,178.57972,15,11,9
4701,2003-03-01,62.38104,175.74618,0,15,3
4713,2003-03-01,62.03861,170.15418,0,12,2
4716,2003-03-01,61.91119,168.78116,0,17,3
4733,2003-03-01,53.8738,140.14789,2,19,3
4740,2003-03-01,52.78737,138.24911,0,1,0
4749,2003-03-01,51.32681,135.96286,0,2,0
4750,2003-03-01,51.16033,135.71916,0,0,0
4764,2003-03-01,48.74772,132.51045,0,0,0
4767,2003-03-01,48.21185,131.86975,30,0,4
4780,2003-03-01,45.81869,129.26833,5,0,1
4788,2003-03-01,44.29189,127.79862,0,0,0
4848,2003-03-01,25.92054,116.66007,19,0,7
4850,2003-03-01,25.4442,116.47066,0,0,0
4863,2003-03-01,1.33066,109.91421,0,0,0
4867,2003-03-01,0.13848,109.69677,0,0,0
4872,2003-03-01,36.02633,-121.34715,1,0,0
4902,2003-03-01,60.54117,-158.19859,0,17,3
4915,2003-03-01,61.52929,-163.73979,18,29,8
4948,2003-03-01,61.83312,165.96376,0,18,3
4959,2003-03-01,59.28758,153.05424,3,0,0
4968,2003-03-01,53.28074,138.54477,7,8,2
4972,2003-03-01,52.64461,137.48955,0,1,0
4982,2003-03-01,50.99445,135.0,0,5,2
5009,2003-03-01,46.16081,129.22568,17,0,7
5012,2003-03-01,45.59325,128.65981,5,0,1
5082,2003-03-01,25.08377,116.09542,29,0,4
5102,2003-03-01,35.50601,-120.75265,12,0,1
5128,2003-03-01,59.70608,-153.62787,0,0,0
5156,2003-03-01,62.0008,-165.39873,0,10,2
5190,2003-03-01,61.4763,161.85442,0,17,3
5191,2003-03-01,61.40302,161.42073,15,16,9
5200,2003-03-01,59.27977,152.10272,3,11,2
5268,2003-03-01,42.41756,125.47272,7,0,1
5278,2003-03-01,40.38366,123.91359,0,0,0
5279,2003-03-01,40.1773,123.76428,0,0,0
5303,2003-03-01,29.9041,117.87386,0,0,0
5318,2003-03-01,26.39535,116.37375,14,0,7
5393,2003-03-01,61.47073,-160.40771,14,21,8
5409,2003-03-01,63.11908,177.08916,0,15,3
5411,2003-03-01,63.09163,176.12148,0,15,3
5414,2003-03-01,63.03583,174.67426,0,12,2
5416,2003-03-01,62.98892,173.7131,0,10,2
5425,2003-03-01,62.68294,169.439,0,16,3
5480,2003-03-01,49.2323,131.79478,0,0,0
5485,2003-03-01,48.32711,130.73877,23,0,7
5501,2003-03-01,45.31949,127.64091,19,0,7
5508,2003-03-01,43.95397,126.40878,36,0,4
5511,2003-03-01,43.35999,125.90177,33,0,4
5558,2003-03-01,28.86683,117.1598,0,0,0
5579,2003-03-01,23.8656,115.17913,18,0,7
5591,2003-03-01,34.44305,-119.59489,4,0,1
5610,2003-03-01,38.56353,-122.03291,0,0,0
5617,2003-03-01,40.03582,-123.02386,0,0,0
5628,2003-03-01,60.01788,-152.85031,0,0,0
5635,2003-03-01,60.72747,-155.62988,0,2,0
5672,2003-03-01,63.10143,171.73284,0,8,2
5683,2003-03-01,62.62019,166.54132,2,18,3
5708,2003-03-01,53.16741,136.76627,0,3,2
5709,2003-03-01,53.00423,136.50743,0,1,0
5732,2003-03-01,49.031,131.12532,0,0,0
5755,2003-03-01,44.68914,126.69432,9,0,1
5784,2003-03-01,36.85044,120.96375,7,0,1
5793,2003-03-01,33.3292,119.00847,3,0,0
5839,2003-03-01,1.753,109.30533,13,0,7
5869,2003-03-01,39.54179,-122.36978,0,0,0
5882,2003-03-01,42.23401,-124.30779,25,0,15
5912,2003-03-01,62.42029,-163.21017,15,23,8
5914,2003-03-01,62.55084,-164.11986,26,26,11
5922,2003-03-01,63.55391,176.0548,3,11,2
5938,2003-03-01,63.04855,168.31064,12,17,9
5958,2003-03-01,60.84195,155.03722,0,13,2
5968,2003-03-01,59.7853,151.11342,0,12,2
6012,2003-03-01,46.57793,128.08878,9,0,1
6038,2003-03-01,41.41512,123.69007,4,0,1
6056,2003-03-01,35.891,120.11373,5,0,1
6099,2003-03-01,24.57948,114.97909,0,0,0
6101,2003-03-01,24.09275,114.80408,37,0,4
6133,2003-03-01,38.82718,-121.5904,0,0,0
6134,2003-03-01,39.03984,-121.72765,5,0,1
6139,2003-03-01,40.09551,-122.43021,0,0,0
6150,2003-03-01,42.37253,-124.07719,8,0,1
6199,2003-03-01,63.70467,174.04286,0,8,2
6200,2003-03-01,63.67966,173.55046,0,8,2
6248,2003-03-01,59.98949,150.90311,0,13,2
6251,2003-03-01,59.28411,148.67131,4,0,1
6252,2003-03-01,54.16138,137.33203,0,14,2
6258,2003-03-01,53.01602,135.50258,0,0,0
6267,2003-03-01,51.48392,133.30821,0,0,0
6270,2003-03-01,50.95924,132.61406,0,0,0
6283,2003-03-01,48.61071,129.80557,0,0,0
6331,2003-03-01,39.03984,121.72765,10,0,1
6353,2003-03-01,32.21945,117.92153,0,0,0
6373,2003-03-01,27.09806,115.69553,28,0,4
6395,2003-03-01,34.59375,-118.84266,12,0,1
6408,2003-03-01,37.45247,-120.43973,0,0,0
6430,2003-03-01,42.09999,-123.53605,0,0,0
6517,2003-03-01,61.45959,155.48036,0,0,0
6562,2003-03-01,49.68464,130.60129,1,0,0
6581,2003-03-01,46.10258,126.8699,14,0,7
6593,2003-03-01,43.7277,124.80401,7,0,1
6596,2003-03-01,43.12136,124.3188,5,0,1
6632,2003-03-01,34.14673,118.61046,0,0,0
6636,2003-03-01,33.24696,118.15619,3,0,0
6653,2003-03-01,29.33784,116.36542,0,0,0
6664,2003-03-01,26.49491,115.22392,26,0,15
6681,2003-03-01,34.04391,-118.28448,0,0,0
6722,2003-03-01,42.85158,-123.76823,7,0,1
6737,2003-03-01,61.47352,-154.45798,0,0,0
6778,2003-03-01,63.62869,167.04242,0,17,3
6786,2003-03-01,63.15343,163.25424,0,17,3
6803,2003-03-01,61.76742,155.70903,0,0,0
6824,2003-03-01,59.43377,147.49602,0,14,2
6865,2003-03-01,47.59793,127.92966,0,0,0
6877,2003-03-01,45.26591,125.74427,4,0,1
6882,2003-03-01,44.26959,124.89697,13,0,7
6947,2003-03-01,26.84727,115.12093,13,0,7
6958,2003-03-01,24.18217,114.15207,6,0,1
6982,2003-03-01,37.26947,-119.74488,0,0,0
6985,2003-03-01,37.92265,-120.12706,0,0,0
7002,2003-03-01,41.54061,-122.47119,0,0,0
7025,2003-03-01,61.58143,-153.84566,0,0,0
7044,2003-03-01,63.23702,-162.18111,3,27,3
7082,2003-03-01,62.77973,159.44395,0,16,3
7094,2003-03-01,61.68316,154.25929,0,12,2
7126,2003-03-01,52.668,133.50566,0,0,0
7163,2003-03-01,45.80342,125.85115,7,0,1
7185,2003-03-01,41.33179,122.32433,13,0,7
7200,2003-03-01,34.38929,118.1862,0,0,0
7235,2003-03-01,26.23753,114.6559,26,0,15
7248,2003-03-01,23.05921,113.54746,15,0,7
7281,2003-03-01,38.04812,-119.90448,0,0,0
7314,2003-03-01,60.68396,-149.64737,1,0,0
7376,2003-03-01,63.72871,163.91835,0,14,2
7405,2003-03-01,61.14375,151.20903,0,12,2
7421,2003-03-01,54.35802,135.52086,1,9,2
7437,2003-03-01,51.60015,131.60507,0,0,0
7452,2003-03-01,48.84467,128.40939,0,0,0
7471,2003-03-01,45.15009,124.9194,15,0,7
7486,2003-03-01,42.08983,122.53506,15,0,7
7487,2003-03-01,41.8816,122.38638,7,0,1
7501,2003-03-01,34.95819,118.20163,0,0,0
7507,2003-03-01,33.60564,117.52522,0,0,0
7513,2003-03-01,32.23623,116.87814,0,0,0
7516,2003-03-01,31.5452,116.56505,0,0,0
7532,2003-03-01,27.78816,115.00372,0,0,0
7556,2003-03-01,27.65991,-114.7143,11,0,1
7578,2003-03-01,34.62824,-117.75854,0,0,0
7593,2003-03-01,37.9547,-119.55368,0,0,0
7609,2003-03-01,41.38438,-121.71513,0,0,0
7619,2003-03-01,43.46317,-123.21525,0,0,0
7690,2003-03-01,64.07651,164.74489,1,14,2
7727,2003-03-01,60.64504,148.65479,0,14,2
7744,2003-03-01,53.34012,133.47923,0,11,2
7745,2003-03-01,53.16741,133.23373,0,0,0
7770,2003-03-01,48.61406,127.76308,0,0,0
7784,2003-03-01,45.88809,125.18874,3,0,0
7819,2003-03-01,34.85328,117.87196,0,0,0
7825,2003-03-01,33.49602,117.20401,0,0,0
7847,2003-03-01,28.37576,114.9903,0,0,0
7849,2003-03-01,27.899,114.80566,0,0,0
7871,2003-03-01,22.5267,112.9321,33,0,4
7876,2003-03-01,27.76962,-114.51616,15,0,7
7907,2003-03-01,36.5363,-118.47047,0,0,0
7922,2003-03-01,39.81145,-120.37122,0,0,0
7936,2003-03-01,42.76997,-122.36329,8,0,1
7941,2003-03-01,43.80262,-123.13227,0,0,0
7992,2003-03-01,65.15024,175.27986,0,6,2
7996,2003-03-01,65.05754,173.19868,0,7,2
8002,2003-03-01,64.85639,170.11202,0,12,2
8003,2003-03-01,64.81572,169.60266,0,10,2
8040,2003-03-01,61.99325,152.39333,0,12,2
8064,2003-03-01,56.16441,137.46576,0,2,0
8097,2003-03-01,50.08315,128.91766,0,0,0
8156,2003-03-01,34.52052,117.43147,4,0,1
8165,2003-03-01,32.46721,116.4603,0,0,0
8179,2003-03-01,29.19854,115.07072,10,0,1
8198,2003-03-01,24.6146,113.3904,7,0,1
8221,2003-03-01,30.72244,-115.44375,0,0,0
8245,2003-03-01,36.21078,-118.01385,0,0,0
8266,2003-03-01,40.79362,-120.68517,0,0,0
8305,2003-03-01,62.19888,-152.1759,0,0,0
8358,2003-03-01,64.99977,168.99646,1,14,2
8359,2003-03-01,64.95468,168.48618,1,10,2
8405,2003-03-01,60.9185,147.80426,0,12,2
8406,2003-03-01,60.79374,147.42595,0,0,0
8430,2003-03-01,56.01577,136.63658,0,0,0
8507,2003-03-01,41.43109,121.10477,18,0,7
8528,2003-03-01,34.41079,117.10556,16,0,7
8537,2003-03-01,32.35059,116.14684,0,0,0
8552,2003-03-01,28.83391,114.6823,0,0,0
8573,2003-03-01,23.73231,112.87366,0,0,0
8580,2003-03-01,21.98379,112.32533,0,0,0
8603,2003-03-01,32.23203,-115.83454,0,0,0
8627,2003-03-01,37.66169,-118.50848,0,0,0
8692,2003-03-01,63.12987,-154.9538,0,4,2
8747,2003-03-01,65.22633,168.89616,0,15,3
8754,2003-03-01,64.86578,165.33554,0,11,2
8804,2003-03-01,59.80205,143.909,0,0,0
8817,2003-03-01,57.91789,139.61992,0,39,10
8818,2003-03-01,57.76541,139.31062,0,38,10
8840,2003-03-01,54.1735,133.18581,0,3,2
8844,2003-03-01,53.47627,132.2011,0,3,2
8861,2003-03-01,50.38265,128.40009,0,0,0
8897,2003-03-01,43.23995,122.03549,22,0,7
8908,2003-03-01,40.91968,120.45178,3,0,0
8921,2003-03-01,36.32905,117.79343,0,0,0
8936,2003-03-01,32.92515,116.14299,0,0,0
8948,2003-03-01,30.12791,114.94867,0,0,0
8955,2003-03-01,28.46552,114.29807,0,0,0
8956,2003-03-01,28.22617,114.20773,0,0,0
8960,2003-03-01,27.26407,113.85256,3,0,0
8970,2003-03-01,24.8255,113.00623,25,0,15
8972,2003-03-01,24.33199,112.84373,13,0,7
8981,2003-03-01,22.08665,112.13866,2,0,0
8989,2003-03-01,28.33343,-114.00715,30,0,4
9045,2003-03-01,41.04481,-120.21728,0,0,0
9053,2003-03-01,42.74158,-121.34958,0,0,0
9096,2003-03-01,62.82533,-152.57664,1,0,0
9110,2003-03-01,64.16084,-158.85391,0,29,3
9124,2003-03-01,65.61549,-170.88864,1,10,2
9128,2003-03-01,65.74471,-173.00808,0,17,3
9129,2003-03-01,65.77171,-173.54118,0,10,2
9136,2003-03-01,65.90063,-177.29938,0,20,3
9143,2003-03-01,65.91041,177.83892,0,10,2
9162,2003-03-01,65.35896,167.75768,0,11,2
9186,2003-03-01,63.62869,156.08768,0,18,3
9194,2003-03-01,62.82533,152.57664,0,17,3
9208,2003-03-01,61.18512,146.93816,0,13,2
9217,2003-03-01,59.99038,143.65254,0,29,3
9269,2003-03-01,51.4647,129.19327,0,0,0
9284,2003-03-01,48.61607,126.16809,0,0,0
9293,2003-03-01,46.84181,124.54009,11,0,1
9320,2003-03-01,41.2586,120.35475,11,0,1
9379,2003-03-01,25.91167,113.1428,21,0,7
9402,2003-03-01,27.95873,-113.62938,1,0,0
9430,2003-03-01,36.11356,-117.1213,0,0,0
9435,2003-03-01,37.23325,-117.69947,0,0,0
9453,2003-03-01,41.16899,-119.98164,0,0,0
9485,2003-03-01,50.67846,-127.87498,22,0,7
9486,2003-03-01,50.8671,-128.08162,24,0,7
9504,2003-03-01,62.58838,-150.66817,0,0,0
9518,2003-03-01,64.02584,-156.80141,0,7,2
9520,2003-03-01,64.20463,-157.72974,5,8,2
9531,2003-03-01,65.12493,-163.55139,0,17,3
9556,2003-03-01,66.15825,180.0,0,10,2
9557,2003-03-01,66.15716,179.45434,0,14,2
9563,2003-03-01,66.10454,176.18592,0,9,2
9587,2003-03-01,65.12493,163.55139,0,17,3
9634,2003-03-01,60.178,143.39293,0,31,10
9647,2003-03-01,58.27368,139.08562,0,33,10
9648,2003-03-01,58.11968,138.77547,0,35,10
9679,2003-03-01,52.89824,130.48601,0,0,0
9687,2003-03-01,51.42912,128.7131,0,0,0
9722,2003-03-01,44.53776,122.31458,33,0,4
9746,2003-03-01,39.43835,118.92642,6,0,1
9756,2003-03-01,36.11356,117.1213,0,0,0
9782,2003-03-01,30.10894,114.44395,3,0,0
9787,2003-03-01,28.919,113.98501,0,0,0
9869,2003-03-01,39.33966,-118.56841,0,0,0
9903,2003-03-01,46.51023,-123.5213,1,0,0
9905,2003-03-01,46.91382,-123.86034,22,0,7
9933,2003-03-01,62.07742,-147.99461,0,0,0
9934,2003-03-01,62.19983,-148.3925,0,0,0
9951,2003-03-01,64.05117,-155.68069,0,6,2
9955,2003-03-01,64.41845,-157.53679,0,19,3
9966,2003-03-01,65.2793,-162.89728,0,16,3
9973,2003-03-01,65.70588,-166.48343,0,13,2
10003,2003-03-01,66.29908,175.05404,0,11,2
10039,2003-03-01,64.23828,156.60223,0,18,3
10049,2003-03-01,63.23604,152.12805,0,12,2
10094,2003-03-01,57.02225,136.12331,0,25,3
10135,2003-03-01,49.67642,126.41206,0,0,0
10169,2003-03-01,42.78447,120.72241,13,0,7
10175,2003-03-01,41.50685,119.88106,0,0,0
10178,2003-03-01,40.8616,119.47589,0,0,0
10180,2003-03-01,40.42909,119.21129,6,0,1
10192,2003-03-01,36.67828,117.12675,4,0,1
10225,2003-03-01,29.02494,113.78203,4,0,1
10226,2003-03-01,28.78533,113.69276,0,0,0
10286,2003-03-01,33.60138,-115.39156,0,0,0
10292,2003-03-01,34.97984,-116.01939,0,0,0
10295,2003-03-01,35.66306,-116.34426,0,0,0
10309,2003-03-01,38.79816,-117.96508,0,0,0
10318,2003-03-01,40.76668,-119.10717,0,0,0
10320,2003-03-01,41.19905,-119.37262,0,0,0
10352,2003-03-01,47.85108,-124.29865,20,0,7
10376,2003-03-01,56.52934,-134.72321,0,0,0
10380,2003-03-01,59.83292,-141.13725,2,0,0
10395,2003-03-01,62.51911,-148.54794,0,0,0
10404,2003-03-01,63.54893,-152.33324,1,3,2
10418,2003-03-01,64.89086,-158.77634,0,24,3
10420,2003-03-01,65.05439,-159.74936,0,20,3
10430,2003-03-01,65.75767,-164.79196,0,15,3
10449,2003-03-01,66.61439,-178.8876,0,52,13
10450,2003-03-01,66.61773,-179.44374,0,47,14
10487,2003-03-01,65.21046,160.73474,0,16,3
10513,2003-03-01,62.63948,148.95451,0,13,2
10527,2003-03-01,60.83012,143.57771,0,0,0
10529,2003-03-01,60.55109,142.86403,0,30,3
10530,2003-03-01,60.40978,142.51215,0,30,3
10546,2003-03-01,57.99813,137.31372,0,32,10
10592,2003-03-01,49.81849,126.14799,0,0,0
10607,2003-03-01,46.84635,123.43504,12,0,1
10609,2003-03-01,46.44068,123.10028,25,0,15
10621,2003-03-01,43.96321,121.21093,34,0,4
10627,2003-03-01,42.69752,120.33733,9,0,1
10633,2003-03-01,41.41453,119.507,0,0,0
