index,start_date,lat,lon,ft_frozen,ft_thawed,ft_trans,ft_itrans,fw_fw_06_swe_-3,fw_fw_06_swe_-2,fw_fw_06_swe_-1,fw_fw_06_swe_+1,fw_fw_06_swe_+2,swe_swe_average_-3,swe_swe_average_-2,swe_swe_average_-1,swe_swe_average_+1,swe_swe_average_+2,energy_sw_up_-3,energy_sw_up_-2,energy_sw_up_-1,energy_sw_up_+1,energy_sw_up_+2,energy_sw_dn_-3,energy_sw_dn_-2,energy_sw_dn_-1,energy_sw_dn_+1,energy_sw_dn_+2,energy_lw_up_-3,energy_lw_up_-2,energy_lw_up_-1,energy_lw_up_+1,energy_lw_up_+2,energy_lw_dn_-3,energy_lw_dn_-2,energy_lw_dn_-1,energy_lw_dn_+1,energy_lw_dn_+2,[ALL]_Q0.1
91,2007-03-01,7.77949,126.1156,0,0,0,0,0,23,68,1,0,0,0,0,0,0,0,0,63,29,0,6,14,59,13,0,0,13,72,7,0,8,15,44,24,0,0
112,2007-03-01,8.13055,125.83765,0,0,0,0,0,8,72,0,0,0,0,0,0,0,0,0,66,26,0,8,18,53,13,0,0,9,70,11,2,7,14,47,22,0,0
137,2007-03-01,6.09609,124.81245,0,0,0,0,0,1,83,6,2,0,0,0,0,0,0,4,77,10,1,4,14,58,16,0,1,5,74,10,1,7,14,48,22,0,0
142,2007-03-01,8.47834,125.55775,0,0,0,0,0,1,79,0,0,0,0,0,0,0,0,0,61,28,3,9,9,62,12,0,0,10,73,7,2,7,14,49,20,0,0
152,2007-03-01,6.01938,124.57794,0,0,0,0,0,8,68,15,1,0,0,0,0,0,1,4,76,10,1,3,16,56,17,0,1,3,74,11,1,7,12,49,23,0,0
153,2007-03-01,0.86404,122.75452,0,0,0,0,0,33,58,1,0,0,0,0,0,0,0,11,81,0,0,0,6,70,16,0,3,28,61,0,0,1,13,60,15,3,0
183,2007-03-01,0.67067,122.31132,0,0,0,0,0,3,76,11,2,0,0,0,0,0,0,9,83,0,0,0,9,69,14,0,2,17,69,4,0,3,11,59,16,3,0
185,2007-03-01,9.71795,125.43605,0,0,0,0,9,16,53,14,0,0,0,0,0,0,0,0,85,7,0,0,4,79,9,0,2,26,64,0,0,4,19,44,24,0,0
190,2007-03-01,7.77233,124.64095,0,0,0,0,0,9,69,12,2,0,0,0,0,0,0,2,53,35,2,9,19,47,10,2,0,5,72,10,4,9,10,55,15,0,0
191,2007-03-01,7.52578,124.54375,0,0,0,0,0,15,64,12,1,0,0,0,0,0,0,6,64,22,0,13,20,46,11,0,0,5,70,7,7,10,9,54,16,0,0
209,2007-03-01,0.73941,121.95436,0,0,0,0,0,18,54,19,1,0,0,0,0,0,0,13,78,1,0,0,14,62,16,0,0,11,59,14,4,5,8,60,16,3,0
223,2007-03-01,1.07295,121.6813,0,0,0,0,0,12,68,12,0,0,0,0,0,0,0,23,59,10,0,1,15,56,20,0,0,14,56,14,5,6,6,55,22,3,0
225,2007-03-01,0.53362,121.51308,0,0,0,0,0,6,59,21,6,0,0,0,0,0,0,28,61,3,0,4,11,59,18,0,0,5,64,10,7,6,6,60,17,3,0
232,2007-03-01,0.69905,121.37634,0,0,0,0,0,2,75,9,1,0,0,0,0,0,0,30,53,9,0,4,13,56,19,0,0,5,64,11,6,6,6,59,18,3,0
242,2007-03-01,8.11756,123.73778,0,0,0,0,7,21,48,16,0,0,0,0,0,0,0,2,76,14,0,2,11,62,15,1,0,5,82,5,0,8,13,61,9,0,0
255,2007-03-01,9.75935,124.1752,0,0,0,0,1,17,65,9,0,0,0,0,0,0,0,54,38,0,0,0,4,64,24,0,0,15,77,0,0,7,15,51,17,0,0
260,2007-03-01,7.53473,123.31063,0,0,0,0,0,8,68,16,0,0,0,0,0,0,0,53,39,0,0,2,5,67,17,1,0,5,82,5,0,6,12,60,12,0,0
267,2007-03-01,11.85389,124.83087,0,0,0,0,0,14,66,6,6,0,0,0,0,0,0,0,73,13,5,1,13,55,23,0,1,25,66,0,0,6,17,54,15,0,0
269,2007-03-01,9.92453,124.03024,0,0,0,0,14,16,61,0,1,0,0,0,0,0,0,56,36,0,0,0,7,60,24,1,0,11,81,0,0,8,15,50,18,0,0
299,2007-03-01,35.26666,140.3828,0,92,0,0,0,0,46,45,1,0,0,0,0,0,0,5,83,4,0,2,11,67,12,0,0,12,71,9,0,0,19,67,6,0,1
303,2007-03-01,9.1843,123.11134,0,0,0,0,0,14,54,23,1,0,0,0,0,0,0,0,72,19,1,1,4,66,21,0,0,10,79,3,0,8,13,59,11,0,0
304,2007-03-01,7.93528,122.64238,0,0,0,0,0,21,51,12,8,0,0,0,0,0,5,39,36,11,1,1,9,56,23,3,0,6,80,6,0,7,13,62,9,0,0
330,2007-03-01,12.1935,123.88918,0,0,0,0,7,20,51,7,6,0,0,0,0,0,0,0,70,21,0,2,11,66,13,0,3,21,66,2,0,6,16,55,15,0,0
356,2007-03-01,10.65336,123.05347,0,0,0,0,5,32,55,0,0,0,0,0,0,0,0,1,88,3,0,2,6,69,15,0,0,5,83,4,0,7,15,56,14,0,0
358,2007-03-01,10.16098,122.86187,0,0,0,0,6,37,27,15,7,0,0,0,0,0,0,1,83,7,1,1,7,67,14,3,0,3,83,6,0,8,15,57,12,0,0
359,2007-03-01,9.91373,122.76681,0,0,0,0,7,34,51,0,0,0,0,0,0,0,0,1,86,5,0,1,6,65,17,3,0,6,80,6,0,8,14,58,11,0,0
383,2007-03-01,36.72474,140.16225,0,0,0,0,0,16,47,25,4,0,0,0,0,0,0,0,68,24,0,0,20,63,9,0,0,15,54,22,1,0,20,63,9,0,0
406,2007-03-01,37.40054,140.5853,0,92,0,0,0,12,69,11,0,0,0,0,0,0,0,14,68,10,0,0,17,68,7,0,1,15,59,17,0,0,20,60,12,0,1
419,2007-03-01,35.26069,138.12213,0,92,0,0,0,15,48,11,15,0,0,0,0,0,0,0,76,16,0,3,14,69,6,0,0,14,57,21,0,0,20,64,8,0,1
427,2007-03-01,11.37443,122.70316,0,0,0,0,10,52,30,0,0,0,0,0,0,0,0,0,62,19,11,5,7,67,11,0,1,6,80,5,0,5,18,52,16,0,0
428,2007-03-01,11.1289,122.60728,0,0,0,0,0,1,90,1,0,0,0,0,0,0,0,0,61,25,6,6,8,66,11,0,0,8,79,5,0,7,16,57,12,0,0
436,2007-03-01,37.11081,139.83795,0,91,1,0,0,23,41,8,0,0,0,0,0,0,0,0,72,10,9,1,20,64,7,0,0,16,57,19,0,0,20,59,13,0,1
442,2007-03-01,36.12289,138.69705,0,92,0,0,0,0,48,6,4,0,0,0,0,0,0,0,87,5,0,1,16,70,5,0,0,15,59,18,0,0,20,64,8,0,1
448,2007-03-01,35.10822,137.59471,0,92,0,0,0,24,64,4,0,0,0,0,0,0,0,3,83,6,0,4,14,69,5,0,0,14,59,19,0,0,20,65,7,0,1
455,2007-03-01,11.53144,122.5532,0,0,0,0,6,15,53,18,0,0,0,0,0,0,0,0,62,16,13,6,8,66,11,0,1,10,77,4,0,5,17,54,15,0,0
465,2007-03-01,37.78785,140.26003,0,92,0,0,4,16,21,12,1,0,0,0,0,0,0,0,76,7,8,1,21,60,10,0,1,15,59,17,0,0,20,58,14,0,1
468,2007-03-01,37.30291,139.67416,0,91,1,0,0,31,20,7,0,0,0,0,0,0,0,0,72,10,2,0,21,62,9,0,3,14,56,19,0,0,20,58,14,0,1
495,2007-03-01,1.00641,118.86716,0,0,0,0,0,7,54,31,0,0,0,0,0,0,0,0,48,26,14,7,12,57,15,0,0,29,61,2,0,4,8,60,20,0,0
505,2007-03-01,37.98058,140.0957,0,90,2,0,0,5,32,7,0,0,0,0,0,0,0,0,72,10,5,0,17,64,11,0,1,16,58,17,0,0,20,57,15,0,1
506,2007-03-01,37.81928,139.89909,0,90,2,0,0,2,35,2,5,0,0,0,0,0,0,0,72,10,5,0,17,65,10,0,3,16,56,17,0,0,20,58,14,0,1
521,2007-03-01,35.30959,137.08257,0,0,0,0,10,12,70,0,0,0,0,0,0,0,0,0,76,16,0,4,17,66,5,0,0,15,57,20,0,0,20,64,8,0,0
528,2007-03-01,33.90434,135.67802,0,92,0,0,0,0,70,14,8,0,0,0,0,0,0,25,67,0,0,1,11,66,14,0,0,17,56,19,0,0,19,67,6,0,1
538,2007-03-01,39.28292,141.34019,0,91,1,0,0,30,40,0,0,0,0,0,0,0,0,4,78,5,5,0,13,72,7,0,0,15,58,19,0,0,18,59,15,0,1
545,2007-03-01,38.17268,139.93024,0,90,2,0,0,13,30,0,1,0,0,0,0,0,0,2,70,13,2,0,13,67,12,0,2,15,59,16,0,0,20,58,14,0,1
547,2007-03-01,37.84848,139.53777,0,88,3,1,0,10,32,2,0,0,0,0,0,0,0,0,72,10,2,0,13,67,12,0,5,15,56,16,0,0,20,59,13,0,1
553,2007-03-01,36.85765,138.38739,0,88,4,0,0,0,43,0,0,0,0,0,0,0,0,5,83,4,0,0,13,72,7,0,1,19,60,12,0,0,20,61,11,0,1
564,2007-03-01,34.97226,136.38036,0,92,0,0,0,10,77,5,0,0,0,0,0,0,0,0,42,39,11,3,21,61,7,0,0,18,55,19,0,0,20,64,8,0,1
574,2007-03-01,1.03258,118.50776,0,0,0,0,0,5,52,34,1,0,0,0,0,0,0,0,39,34,16,7,10,58,17,0,1,36,55,0,0,3,9,64,16,0,0
577,2007-03-01,39.63329,141.38156,0,87,5,0,0,8,36,6,4,0,0,27,26,0,0,4,81,2,5,0,13,70,9,0,0,18,55,19,0,0,18,58,16,0,1
584,2007-03-01,38.52555,139.96179,0,90,2,0,0,0,34,1,2,0,0,0,0,0,0,7,74,6,2,0,12,68,12,0,0,13,65,14,0,0,19,60,13,0,1
586,2007-03-01,38.20203,139.56665,2,75,11,4,0,0,71,2,0,0,0,0,0,0,0,0,73,9,10,0,11,66,15,0,1,20,55,16,0,0,19,59,14,0,1
596,2007-03-01,36.53906,137.65889,0,92,0,0,0,0,22,0,0,0,0,0,0,0,0,0,58,31,3,2,14,67,9,0,0,21,58,13,0,0,20,64,8,0,1
617,2007-03-01,39.98313,141.42348,0,85,7,0,0,0,29,11,4,0,0,6,21,0,0,0,80,12,0,0,13,68,11,0,0,19,54,19,0,0,17,60,15,0,1
635,2007-03-01,35.51472,136.21887,0,92,0,0,2,15,69,6,0,0,0,0,0,0,0,0,45,41,6,2,11,67,11,1,0,17,58,16,1,0,20,64,8,0,1
648,2007-03-01,40.1773,141.25661,0,84,8,0,0,9,49,0,0,0,0,34,23,0,0,0,71,21,0,0,12,67,13,0,0,18,59,15,0,0,17,60,15,0,1
661,2007-03-01,35.87294,136.22633,0,84,6,2,0,21,59,0,0,0,0,0,0,0,0,0,59,32,1,1,11,68,11,1,0,18,58,15,1,0,20,64,8,0,1
670,2007-03-01,33.90434,134.32198,0,92,0,0,0,11,56,18,6,0,0,0,0,0,0,5,87,0,0,3,14,65,10,0,0,16,57,19,0,0,18,65,9,0,1
681,2007-03-01,43.18458,145.2869,0,0,0,0,8,14,52,8,10,0,0,53,11,0,0,1,91,0,0,0,15,67,10,0,0,18,60,14,0,0,12,69,11,0,0
682,2007-03-01,40.52645,141.29813,0,83,8,1,0,21,52,13,1,0,0,9,26,0,0,0,60,32,0,0,12,67,13,0,0,19,57,16,0,0,17,60,15,0,1
683,2007-03-01,40.37086,141.08853,0,88,4,0,0,15,29,6,0,0,0,11,25,0,0,0,66,26,0,0,12,69,11,0,0,18,58,16,0,0,17,60,15,0,1
685,2007-03-01,40.05725,140.67302,0,88,4,0,0,0,40,0,0,0,0,0,0,0,0,11,55,26,0,0,15,66,11,0,5,14,57,16,0,0,18,60,14,0,1
700,2007-03-01,34.26524,134.31793,0,0,0,0,1,12,77,2,0,0,0,0,0,0,0,11,80,1,0,4,15,61,12,0,0,16,56,20,0,0,19,64,9,0,0
713,2007-03-01,46.00672,150.06848,0,0,0,0,0,15,73,4,0,0,0,0,0,0,0,0,85,7,0,0,18,61,13,0,0,0,92,0,0,0,15,66,10,1,0
724,2007-03-01,40.40696,140.71059,0,85,6,1,0,0,36,4,3,0,0,21,26,0,0,0,71,21,0,0,14,68,10,0,0,20,56,16,0,0,18,60,14,0,1
727,2007-03-01,39.93164,140.09212,0,0,0,0,1,19,45,18,2,0,0,19,5,25,0,15,67,10,0,0,14,66,12,0,5,14,59,14,0,0,17,62,13,0,0
740,2007-03-01,33.52048,133.31532,0,92,0,0,0,13,68,11,0,0,0,0,0,0,0,6,57,29,0,3,15,59,15,0,0,14,59,19,0,0,18,65,9,0,1
742,2007-03-01,33.1468,132.99045,0,92,0,0,4,10,56,11,6,0,0,0,0,0,0,11,77,4,0,0,19,55,18,0,0,16,59,17,0,0,19,66,7,0,1
758,2007-03-01,0.93855,117.5714,0,0,0,0,0,5,68,17,2,0,0,0,0,0,0,0,31,60,1,2,15,53,21,1,0,7,68,11,3,2,10,67,11,1,0
762,2007-03-01,52.17063,-174.4278,0,0,0,0,0,2,89,1,0,0,0,0,0,0,0,1,91,0,0,0,16,56,20,0,0,8,84,0,0,2,14,67,9,0,0
774,2007-03-01,42.43258,143.1301,7,63,22,0,0,9,59,8,6,0,0,51,15,5,0,1,91,0,0,0,15,67,10,0,0,21,58,13,0,0,16,60,16,0,1
784,2007-03-01,35.16678,134.48071,0,92,0,0,0,0,78,14,0,0,0,0,0,0,0,10,52,30,0,2,14,62,13,1,0,15,58,18,1,0,19,64,9,0,1
785,2007-03-01,34.98525,134.30972,0,92,0,0,0,12,53,14,12,0,0,0,0,0,0,12,59,21,0,2,17,60,12,1,0,16,57,18,1,0,19,64,9,0,1
810,2007-03-01,1.64342,117.57775,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,35,56,1,3,17,50,22,0,0,10,68,7,4,4,8,67,10,2,0
823,2007-03-01,42.92421,143.41234,8,65,18,1,0,1,33,7,1,0,0,34,19,6,0,0,67,25,0,0,15,69,8,0,0,27,52,13,0,0,16,63,13,0,1
828,2007-03-01,41.26096,140.9989,0,0,0,0,0,34,58,0,0,0,0,0,0,0,0,0,63,25,3,0,14,66,12,0,0,12,65,15,0,0,17,61,14,0,0
840,2007-03-01,33.87015,132.96669,0,89,3,0,7,27,58,0,0,0,0,0,0,0,0,13,45,31,3,1,13,66,12,0,1,13,56,22,0,0,18,63,11,0,1
859,2007-03-01,5.073,118.35729,0,0,0,0,0,7,70,13,2,0,0,0,0,0,0,0,43,49,0,2,17,57,16,0,0,23,69,0,0,6,9,54,20,3,0
863,2007-03-01,2.06671,117.509,0,0,0,0,0,6,68,9,5,0,0,0,0,0,0,0,41,51,0,9,15,54,14,0,0,5,68,6,6,5,7,66,9,4,0
867,2007-03-01,0.94875,117.21203,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,33,59,0,3,16,50,23,0,0,6,70,10,2,2,11,66,12,1,0
881,2007-03-01,41.13896,140.40379,0,0,0,0,7,11,58,16,0,0,0,0,0,0,0,0,89,3,0,0,16,61,15,0,0,15,65,12,0,0,17,63,12,0,0
890,2007-03-01,32.90825,131.82942,0,92,0,0,0,10,52,21,8,0,0,0,0,0,0,9,73,10,0,5,14,59,14,0,2,15,57,17,1,1,17,64,10,0,1
893,2007-03-01,32.3317,131.36182,0,92,0,0,0,14,63,10,5,0,0,0,0,0,0,4,61,27,0,4,12,63,12,0,4,13,53,21,1,1,17,66,8,0,1
895,2007-03-01,31.94414,131.05481,0,92,0,0,0,15,62,1,11,0,0,0,0,0,0,10,72,10,0,6,11,63,12,0,4,11,57,19,1,1,17,66,8,0,1
901,2007-03-01,16.3591,122.125,0,0,0,0,0,6,51,21,14,0,0,0,0,0,0,5,87,0,0,4,14,55,19,0,0,8,61,23,0,2,17,56,17,0,0
905,2007-03-01,14.18683,121.24693,0,0,0,0,0,2,74,16,0,0,0,0,0,0,0,7,85,0,0,0,4,61,27,0,0,11,75,4,2,3,18,52,17,0,0
910,2007-03-01,12.95731,120.77753,0,0,0,0,5,26,48,13,0,0,0,0,0,0,0,7,84,1,0,4,10,75,3,0,1,18,67,6,0,6,15,53,17,0,0
914,2007-03-01,4.94835,118.13134,0,0,0,0,0,8,48,24,12,0,0,0,0,0,0,0,47,45,0,2,16,59,13,2,0,9,78,5,0,6,9,56,18,3,0
923,2007-03-01,1.09291,117.06889,0,0,0,0,0,0,21,14,2,0,0,0,0,0,0,0,34,58,0,5,16,53,18,0,0,5,71,9,3,2,9,69,11,1,0
939,2007-03-01,35.14726,133.44249,0,92,0,0,0,32,60,0,0,0,0,0,0,0,2,13,51,26,0,1,12,69,10,0,0,14,58,18,2,0,17,65,10,0,1
947,2007-03-01,32.69456,131.34071,0,92,0,0,0,17,51,13,11,0,0,0,0,0,0,4,57,31,0,5,18,57,11,0,3,14,55,19,1,1,18,63,10,0,1
953,2007-03-01,31.52595,130.42607,0,0,0,0,0,0,83,9,0,0,0,0,0,0,0,38,54,0,0,3,17,60,12,0,3,8,60,21,0,1,17,66,8,0,0
954,2007-03-01,31.32897,130.27689,0,0,0,0,0,11,49,32,0,0,0,0,0,0,1,37,54,0,0,1,15,60,16,0,2,8,64,18,0,1,16,67,8,0,0
971,2007-03-01,4.82195,117.90593,0,0,0,0,0,2,61,19,7,0,0,0,0,0,0,0,45,47,0,3,21,49,18,1,0,3,73,14,2,4,10,56,18,3,0
972,2007-03-01,4.55096,117.82818,0,0,0,0,0,7,54,24,6,0,0,0,0,0,0,0,46,46,0,0,25,36,31,0,0,3,71,16,2,4,9,56,19,3,0
976,2007-03-01,3.45911,117.52112,0,0,0,0,0,0,73,19,0,0,0,0,0,0,0,0,45,47,0,1,16,56,19,0,1,13,77,1,0,5,8,58,17,4,0
983,2007-03-01,1.23618,116.9254,0,0,0,0,0,0,33,22,8,0,0,0,0,0,0,0,39,53,0,6,16,54,15,1,0,4,74,9,2,2,10,67,12,1,0
1001,2007-03-01,41.51928,140.05383,0,0,0,0,0,3,85,4,0,0,0,0,0,0,0,3,84,5,0,0,15,64,13,0,0,15,64,13,0,0,17,63,12,0,0
1003,2007-03-01,35.13641,133.09662,0,92,0,0,0,41,51,0,0,0,0,0,0,0,0,1,54,37,0,1,11,70,10,0,0,13,58,19,2,0,17,67,8,0,1
1026,2007-03-01,15.69651,121.41187,0,0,0,0,11,28,25,27,1,0,0,0,0,0,0,6,86,0,0,5,13,56,18,0,0,13,70,8,1,4,15,55,18,0,0
1027,2007-03-01,15.45481,121.31487,0,0,0,0,7,14,56,9,6,0,0,0,0,0,0,4,88,0,0,5,14,54,19,0,0,14,69,8,1,5,14,55,18,0,0
1036,2007-03-01,11.7515,119.92213,0,0,0,0,0,10,75,7,0,0,0,0,0,0,0,7,84,1,0,0,2,74,16,0,0,19,52,21,0,5,18,52,17,0,0
1039,2007-03-01,5.77328,117.99339,0,0,0,0,2,19,71,0,0,0,0,0,0,0,0,0,69,23,0,3,23,55,10,1,0,13,76,3,0,7,9,52,22,2,0
1054,2007-03-01,1.65939,116.85442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,47,0,9,13,56,14,0,0,2,77,8,2,4,9,65,11,3,0
1063,2007-03-01,43.70929,142.72864,4,51,36,1,0,1,28,0,0,0,0,0,0,0,0,0,52,25,15,0,14,68,10,0,0,21,56,15,0,0,15,65,12,0,1
1075,2007-03-01,35.12339,132.75087,0,91,1,0,0,39,53,0,0,0,0,3,3,12,0,1,40,39,2,1,10,68,13,0,0,13,58,19,2,0,17,67,8,0,1
1090,2007-03-01,17.99212,122.14766,0,0,0,0,0,7,82,3,0,0,0,0,0,0,0,0,58,33,1,0,10,69,13,0,0,6,66,19,1,0,17,58,17,0,0
1094,2007-03-01,17.04343,121.74413,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,91,1,0,4,27,46,15,0,0,5,65,17,5,1,19,56,16,0,0
1098,2007-03-01,16.08475,121.34958,0,0,0,0,0,15,64,13,0,0,0,0,0,0,0,7,78,7,0,7,14,50,21,0,0,11,69,11,1,4,14,57,17,0,0
1100,2007-03-01,15.60164,121.15559,0,0,0,0,0,8,76,7,0,0,0,0,0,0,0,4,87,1,0,5,21,48,18,0,0,12,68,11,1,6,11,56,19,0,0
1105,2007-03-01,10.88268,119.4156,0,0,0,0,0,33,51,4,4,0,0,0,0,0,0,0,72,17,3,1,1,72,18,0,0,19,56,17,0,5,18,50,19,0,0
1112,2007-03-01,5.10684,117.61075,0,0,0,0,0,0,81,3,0,0,0,0,0,0,0,0,60,32,0,2,31,46,11,2,0,1,76,12,3,5,9,58,17,1,0
1118,2007-03-01,3.46844,117.15343,0,0,0,0,0,0,36,13,28,0,0,0,0,0,0,0,50,42,0,4,15,58,15,0,0,8,78,6,0,5,5,64,14,4,0
1122,2007-03-01,2.36007,116.85626,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,42,50,0,9,16,55,12,0,0,3,75,9,2,4,7,64,14,3,0
1131,2007-03-01,44.34706,143.24632,0,0,0,0,3,21,68,0,0,0,0,18,24,0,0,0,92,0,0,0,15,65,12,0,0,19,60,13,0,0,13,69,10,0,0
1137,2007-03-01,43.45339,141.87482,6,61,24,1,0,18,19,0,0,0,0,23,12,8,0,0,61,16,15,0,15,65,12,0,0,17,58,17,0,0,15,62,15,0,1
1158,2007-03-01,17.90355,121.88356,0,0,0,0,0,33,59,0,0,0,0,0,0,0,0,0,69,23,0,2,13,61,16,0,0,6,64,18,4,0,17,59,16,0,0
1162,2007-03-01,16.95161,121.48343,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,2,80,10,0,6,29,42,15,0,0,5,66,16,5,2,18,56,16,0,0
1169,2007-03-01,15.26165,120.80451,0,0,0,0,0,16,68,8,0,0,0,0,0,0,0,2,88,2,0,4,21,50,17,0,0,7,69,14,2,7,11,58,16,0,0
1180,2007-03-01,4.15869,117.15723,0,0,0,0,0,0,55,37,0,0,0,0,0,0,0,0,47,45,0,4,24,48,15,1,0,2,85,5,0,5,9,59,15,4,0
1186,2007-03-01,2.50078,116.71084,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,41,51,0,8,15,57,12,0,0,4,76,9,0,3,7,64,15,3,0
1187,2007-03-01,2.2216,116.63776,0,0,0,0,0,0,35,7,0,0,0,0,0,0,0,0,41,51,0,7,16,58,11,0,0,5,78,6,1,3,7,65,14,3,0
1211,2007-03-01,42.40375,139.94408,5,64,21,2,1,13,77,1,0,0,0,0,0,0,0,0,68,24,0,0,15,71,6,0,0,22,53,17,0,0,14,65,13,0,1
1214,2007-03-01,34.13977,131.25385,0,92,0,0,0,4,65,22,1,0,0,0,0,0,1,24,67,0,0,3,14,68,7,0,0,15,61,15,1,0,17,64,11,0,1
1226,2007-03-01,16.85798,121.2233,0,0,0,0,0,1,45,27,17,0,0,0,0,0,0,7,70,15,0,6,21,49,16,0,0,6,66,18,2,2,18,56,16,0,0
1245,2007-03-01,4.84509,117.16109,0,0,0,0,0,0,14,2,7,0,0,0,0,0,0,0,52,40,0,3,29,47,12,1,0,1,80,10,1,4,10,55,19,2,0
1251,2007-03-01,3.19657,116.71178,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,50,42,0,5,25,50,12,0,0,1,81,6,4,5,4,63,16,4,0
1263,2007-03-01,53.43754,-168.05582,0,0,0,0,0,18,74,0,0,0,0,0,0,0,0,3,89,0,0,0,15,57,20,0,0,50,42,0,0,8,15,61,8,0,0
1277,2007-03-01,33.14309,130.13904,0,0,0,0,6,8,77,1,0,0,0,0,0,0,0,3,58,31,0,6,13,71,2,0,2,11,62,16,1,1,17,62,12,0,0
1282,2007-03-01,17.72096,121.35709,0,0,0,0,0,27,64,1,0,0,0,0,0,0,0,2,79,11,0,3,21,54,14,0,0,10,60,15,7,0,17,61,14,0,0
1283,2007-03-01,17.48228,121.25791,0,0,0,0,0,26,54,5,6,0,0,0,0,0,0,3,77,12,0,4,24,51,13,0,0,9,61,15,7,0,18,60,14,0,0
1291,2007-03-01,15.55053,120.48444,0,0,0,0,0,15,59,6,0,0,0,0,0,0,0,4,76,12,0,4,28,49,11,0,0,2,73,12,5,7,11,59,15,0,0
1294,2007-03-01,14.81576,120.20324,0,0,0,0,0,9,57,25,1,0,0,0,0,0,0,0,84,8,0,2,12,75,3,0,0,2,78,12,0,8,10,59,15,0,0
1301,2007-03-01,5.52774,117.16499,0,0,0,0,0,0,47,10,7,0,0,0,0,0,0,0,66,25,1,4,28,50,10,0,0,2,81,8,1,8,9,53,20,2,0
1307,2007-03-01,3.88839,116.71272,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,56,36,0,7,27,46,12,0,0,1,87,4,0,5,9,58,17,3,0
1312,2007-03-01,2.50034,116.34637,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,34,56,2,5,16,60,11,0,0,6,83,1,2,3,8,60,18,3,0
1313,2007-03-01,2.22026,116.27422,0,0,0,0,0,0,10,5,2,0,0,0,0,0,0,0,37,53,2,5,17,60,10,0,0,4,85,2,1,2,8,61,18,3,0
1321,2007-03-01,53.51503,-166.92442,0,0,0,0,0,5,77,10,0,0,0,0,0,0,0,0,92,0,0,0,16,56,20,0,0,52,40,0,0,8,16,57,10,0,0
