index,start_date,lat,lon,P0.1_N1_[ALL]_C8
1499,1999-12-01,2.76715,115.68814,0
1504,1999-12-01,1.35373,115.3385,0
1556,1999-12-01,5.52907,116.04011,0
1560,1999-12-01,4.42863,115.74872,0
1567,1999-12-01,2.47237,115.25317,0
1574,1999-12-01,0.47553,114.77514,0
1580,1999-12-01,53.41893,159.06563,1
1585,1999-12-01,52.97844,157.40744,1
1591,1999-12-01,46.53537,142.33861,0
1597,1999-12-01,4.56164,115.59907,0
1599,1999-12-01,4.00663,115.45624,0
1609,1999-12-01,1.18295,114.76389,0
1610,1999-12-01,0.89597,114.69659,0
1620,1999-12-01,53.64052,158.93655,4
1659,1999-12-01,53.94683,159.14554,1
1661,1999-12-01,53.77538,158.4679,4
1662,1999-12-01,53.68767,158.13142,4
1669,1999-12-01,47.36236,142.69604,1
1684,1999-12-01,3.14993,114.87821,0
1688,1999-12-01,2.01701,114.60513,0
1689,1999-12-01,1.73171,114.53773,0
1698,1999-12-01,54.7288,161.4474,1
1710,1999-12-01,53.72738,157.32443,4
1715,1999-12-01,47.4069,142.26111,1
1768,1999-12-01,35.31393,128.39154,2
1771,1999-12-01,24.42157,121.78476,0
1779,1999-12-01,22.58,120.92892,0
1781,1999-12-01,22.11394,120.72142,0
1791,1999-12-01,2.27619,114.30933,0
1803,1999-12-01,55.09991,160.85187,4
1821,1999-12-01,36.65617,129.1304,2
1823,1999-12-01,36.26357,128.81561,2
1843,1999-12-01,22.48589,120.65067,0
1872,1999-12-01,54.91586,158.96249,1
1893,1999-12-01,36.02578,128.31068,2
1897,1999-12-01,35.22702,127.70306,2
1903,1999-12-01,24.9306,121.53885,0
1904,1999-12-01,24.70243,121.42957,0
1919,1999-12-01,3.10019,114.14554,0
1928,1999-12-01,0.51633,113.55603,0
1939,1999-12-01,55.38617,159.88741,4
1943,1999-12-01,55.05033,158.4774,4
1947,1999-12-01,54.69272,157.09422,4
1948,1999-12-01,54.59998,156.75273,1
1949,1999-12-01,54.50593,156.41296,1
1951,1999-12-01,49.62436,144.04466,0
1958,1999-12-01,43.46072,135.0,0
1959,1999-12-01,37.36482,129.05687,2
1962,1999-12-01,36.77622,128.58121,2
1986,1999-12-01,4.35391,114.26555,0
1988,1999-12-01,3.79194,114.12997,0
2010,1999-12-01,55.84635,160.83676,4
2022,1999-12-01,54.81722,156.60553,1
2027,1999-12-01,49.5334,143.32565,1
2032,1999-12-01,48.80425,142.04071,0
2057,1999-12-01,36.53685,128.07278,2
2069,1999-12-01,24.75077,120.96375,0
2080,1999-12-01,3.6355,113.91232,0
2084,1999-12-01,2.49856,113.64804,0
2099,1999-12-01,56.29606,161.81096,1
2101,1999-12-01,56.1461,161.07536,1
2115,1999-12-01,54.93901,156.11349,1
2116,1999-12-01,54.84263,155.77225,5
2123,1999-12-01,49.28938,142.35239,1
2131,1999-12-01,45.68141,136.90211,1
2138,1999-12-01,44.49857,135.41219,1
2147,1999-12-01,42.92482,133.60281,0
2148,1999-12-01,37.876,128.82007,0
2150,1999-12-01,37.48376,128.50066,2
2162,1999-12-01,35.08057,126.67435,2
2169,1999-12-01,23.4995,120.15285,0
2174,1999-12-01,2.90879,113.5638,0
2193,1999-12-01,56.445,161.31808,4
2210,1999-12-01,50.3472,143.7283,1
2220,1999-12-01,47.00739,138.26428,1
2224,1999-12-01,46.3558,137.35916,1
2245,1999-12-01,38.03292,128.61963,5
2247,1999-12-01,37.63985,128.30072,3
2250,1999-12-01,37.04577,127.83064,2
2257,1999-12-01,35.63904,126.77119,2
2289,1999-12-01,56.27049,159.35301,1
2290,1999-12-01,56.18672,158.99031,4
2301,1999-12-01,50.39726,143.2632,1
2307,1999-12-01,48.30044,139.70786,1
2348,1999-12-01,36.59925,127.17092,0
2351,1999-12-01,35.99343,126.72095,2
2352,1999-12-01,3.44045,113.32812,0
2357,1999-12-01,2.00858,113.00682,0
2360,1999-12-01,1.13948,112.81803,0
2389,1999-12-01,50.73238,143.33138,1
2407,1999-12-01,46.87683,137.16925,4
2410,1999-12-01,46.37894,136.50179,1
2414,1999-12-01,45.70427,135.63425,1
2421,1999-12-01,44.49484,134.17566,1
2433,1999-12-01,38.1473,128.05586,3
2441,1999-12-01,36.54955,126.81977,2
2451,1999-12-01,0.97004,112.6075,0
2462,1999-12-01,57.18883,161.31265,1
2487,1999-12-01,48.66708,139.29478,1
2497,1999-12-01,47.05423,136.95993,1
2529,1999-12-01,36.90256,126.76903,0
2549,1999-12-01,57.6318,162.33237,1
2562,1999-12-01,56.58083,157.4706,1
2564,1999-12-01,56.39769,156.75021,1
2583,1999-12-01,47.8881,137.66299,1
2585,1999-12-01,47.56111,137.20259,1
2587,1999-12-01,47.23093,136.74895,4
2592,1999-12-01,46.39179,135.64375,1
2595,1999-12-01,45.87917,135.0,1
2603,1999-12-01,44.47992,133.35165,4
2605,1999-12-01,44.123,132.95459,4
2670,1999-12-01,49.18885,139.11819,1
2672,1999-12-01,48.8723,138.63295,1
2676,1999-12-01,48.22915,137.68378,1
2700,1999-12-01,44.10941,132.54597,4
2716,1999-12-01,38.4083,127.28432,1
2740,1999-12-01,1.62212,112.22181,0
2744,1999-12-01,0.45113,111.97971,0
2770,1999-12-01,50.30274,140.40695,1
2801,1999-12-01,45.17022,133.32761,1
2805,1999-12-01,44.45506,132.52834,4
2807,1999-12-01,44.09335,132.13759,4
2808,1999-12-01,43.91148,131.94441,4
2813,1999-12-01,42.99208,130.99982,4
2827,1999-12-01,40.13784,128.36749,2
2841,1999-12-01,28.7914,120.92579,2
2844,1999-12-01,28.11499,120.58781,0
2865,1999-12-01,57.13894,-156.64444,0
2866,1999-12-01,57.23142,-157.01128,4
2877,1999-12-01,57.67241,158.87527,1
2889,1999-12-01,50.48709,140.19443,1
2915,1999-12-01,46.21782,134.1449,1
2917,1999-12-01,45.86771,133.72697,1
2928,1999-12-01,43.33865,130.97174,4
2932,1999-12-01,42.59201,130.23636,4
2949,1999-12-01,38.90977,127.02673,3
2959,1999-12-01,29.59813,121.07904,2
2960,1999-12-01,29.37447,120.96375,2
2975,1999-12-01,25.95654,119.32301,0
2982,1999-12-01,2.14881,111.98244,0
2985,1999-12-01,1.27433,111.80141,0
2996,1999-12-01,58.86987,163.82381,0
3002,1999-12-01,58.21974,160.26309,1
3028,1999-12-01,49.24996,137.74809,1
3029,1999-12-01,49.08785,137.50937,1
3039,1999-12-01,47.42263,135.21953,1
3042,1999-12-01,46.90798,134.56595,1
3052,1999-12-01,44.78403,132.09618,4
3055,1999-12-01,44.2374,131.51317,4
3060,1999-12-01,43.31305,130.57043,4
3076,1999-12-01,40.24873,127.78098,3
3082,1999-12-01,39.05982,126.81747,3
3086,1999-12-01,38.25566,126.19829,3
3094,1999-12-01,29.5084,120.77187,2
3104,1999-12-01,27.24013,119.66434,0
3108,1999-12-01,26.31814,119.24137,0
3128,1999-12-01,57.56972,-156.3244,0
3133,1999-12-01,58.96007,162.89728,0
3140,1999-12-01,58.4402,160.12312,1
3142,1999-12-01,58.27789,159.34741,1
3144,1999-12-01,58.10961,158.57954,5
3148,1999-12-01,52.78444,143.27139,1
3162,1999-12-01,50.22851,138.75172,1
3164,1999-12-01,49.91068,138.25722,1
3171,1999-12-01,48.77194,136.58485,1
3173,1999-12-01,48.43929,136.12331,1
3209,1999-12-01,41.57084,128.57397,1
3227,1999-12-01,37.99689,125.68712,0
3244,1999-12-01,27.82877,119.69073,2
3246,1999-12-01,27.37039,119.47589,0
3251,1999-12-01,26.21528,118.951,0
3260,1999-12-01,2.38138,111.68047,0
3262,1999-12-01,1.79915,111.5608,0
3271,1999-12-01,57.29292,-154.33012,0
3281,1999-12-01,59.1135,162.36821,1
3292,1999-12-01,52.68702,142.49586,1
3334,1999-12-01,45.83333,132.4552,4
3340,1999-12-01,44.74406,131.2686,4
3343,1999-12-01,44.19037,130.69553,4
3353,1999-12-01,42.30293,128.8775,4
3367,1999-12-01,39.5579,126.55247,1
3372,1999-12-01,38.54993,125.77917,3
3376,1999-12-01,31.99589,121.56181,2
3380,1999-12-01,31.11324,121.08173,0
3392,1999-12-01,28.41559,119.71758,2
3400,1999-12-01,26.57571,118.86716,0
3404,1999-12-01,25.64326,118.45844,0
3405,1999-12-01,25.40884,118.35791,0
3419,1999-12-01,0.4436,111.11794,0
3422,1999-12-01,57.29702,-153.43495,0
3436,1999-12-01,59.11522,-161.02959,4
3441,1999-12-01,60.02231,-166.80939,2
3449,1999-12-01,59.33624,162.23909,4
3460,1999-12-01,52.72948,142.00127,1
3500,1999-12-01,45.63573,131.83188,4
3504,1999-12-01,44.90475,131.04767,4
3507,1999-12-01,44.34954,130.47523,4
3510,1999-12-01,43.78848,129.91589,4
3516,1999-12-01,42.64927,128.83516,4
3520,1999-12-01,41.87743,128.14169,4
3523,1999-12-01,41.29224,127.63525,4
3529,1999-12-01,40.10594,126.65611,4
3541,1999-12-01,31.91017,121.24247,2
3560,1999-12-01,27.62837,119.09689,2
3574,1999-12-01,24.35389,117.68106,0
3576,1999-12-01,23.87773,117.4891,0
3579,1999-12-01,2.02811,111.25891,0
3587,1999-12-01,57.50693,-153.25478,0
3601,1999-12-01,59.25894,-160.4892,4
3607,1999-12-01,60.24942,-166.7092,4
3609,1999-12-01,60.69937,171.05054,5
3612,1999-12-01,60.58268,169.73486,1
3613,1999-12-01,60.24942,166.7092,4
3619,1999-12-01,59.55871,162.10812,1
3620,1999-12-01,59.48614,161.7005,4
3626,1999-12-01,53.35349,142.62814,1
3632,1999-12-01,52.16918,140.41702,5
3638,1999-12-01,51.24173,138.84602,1
3645,1999-12-01,50.11979,137.10379,1
3670,1999-12-01,45.79769,131.60866,4
3690,1999-12-01,42.0295,127.92362,4
3694,1999-12-01,41.24622,127.25223,4
3722,1999-12-01,29.58385,119.77267,2
3724,1999-12-01,29.12998,119.55169,2
3728,1999-12-01,28.2161,119.11858,2
3729,1999-12-01,27.98635,119.0121,2
3734,1999-12-01,26.82987,118.49023,2
3759,1999-12-01,58.23069,-154.90848,4
3762,1999-12-01,58.52249,-156.03751,5
3775,1999-12-01,59.70784,-161.56505,4
3811,1999-12-01,53.25034,141.84277,5
3816,1999-12-01,52.19956,139.92711,5
3824,1999-12-01,50.94375,137.86241,1
3838,1999-12-01,48.61674,134.54886,1
3841,1999-12-01,48.09817,133.88544,1
3842,1999-12-01,47.92383,133.66779,1
3844,1999-12-01,47.57295,133.23761,1
3846,1999-12-01,47.21917,132.81419,1
3863,1999-12-01,44.10138,129.47246,1
3869,1999-12-01,42.95632,128.39517,4
3870,1999-12-01,42.76333,128.22043,4
3872,1999-12-01,42.37553,127.87498,1
3890,1999-12-01,31.95459,120.72469,0
3906,1999-12-01,27.88294,118.71508,2
3930,1999-12-01,57.81783,-152.52557,0
3934,1999-12-01,58.44274,-154.7327,4
3942,1999-12-01,59.19653,-157.80453,4
3948,1999-12-01,59.69905,-160.20113,4
3956,1999-12-01,60.28071,-163.51125,4
3966,1999-12-01,61.08224,170.01818,4
3978,1999-12-01,60.47181,164.78368,1
3979,1999-12-01,60.40978,164.35776,1
3996,1999-12-01,52.07168,139.17299,4
4008,1999-12-01,50.13917,136.16914,4
4030,1999-12-01,46.30185,131.35687,4
4041,1999-12-01,44.25659,129.2486,4
4042,1999-12-01,44.0668,129.06584,4
4045,1999-12-01,43.49373,128.52605,4
4056,1999-12-01,41.34597,126.651,4
4061,1999-12-01,40.34641,125.84975,1
4075,1999-12-01,30.06794,119.49297,2
4084,1999-12-01,28.00895,118.52312,2
4091,1999-12-01,26.37902,117.80833,2
4102,1999-12-01,23.76671,116.74958,0
4103,1999-12-01,23.5261,116.65702,0
4115,1999-12-01,58.65438,-154.5546,4
4165,1999-12-01,60.3676,162.5408,5
4168,1999-12-01,53.32453,140.83662,4
4173,1999-12-01,52.56283,139.4749,4
4181,1999-12-01,51.29701,137.40598,1
4189,1999-12-01,49.97683,135.46581,1
4190,1999-12-01,49.80818,135.23196,1
4193,1999-12-01,49.29754,134.54164,1
4199,1999-12-01,48.25579,133.21008,5
4205,1999-12-01,47.18784,131.9413,1
4208,1999-12-01,46.64443,131.32945,4
4212,1999-12-01,45.91039,130.53615,4
4213,1999-12-01,45.72522,130.34175,4
4219,1999-12-01,44.60063,129.2072,4
4225,1999-12-01,43.45339,128.12518,4
4239,1999-12-01,40.69294,125.78897,4
4250,1999-12-01,31.9938,120.20624,2
4256,1999-12-01,30.64819,119.51897,2
4265,1999-12-01,28.59575,118.53999,2
4266,1999-12-01,28.36518,118.43487,2
4288,1999-12-01,23.16336,116.29047,0
4289,1999-12-01,22.92095,116.20011,0
4293,1999-12-01,0.70792,110.312,0
4298,1999-12-01,58.76367,-153.99666,0
4302,1999-12-01,59.16277,-155.52097,0
4309,1999-12-01,59.80469,-158.27895,4
4314,1999-12-01,60.21726,-160.31667,4
4316,1999-12-01,60.37119,-161.14684,4
4322,1999-12-01,60.92124,-164.54799,5
4333,1999-12-01,61.5805,170.31122,1
4339,1999-12-01,61.31328,167.61925,4
4342,1999-12-01,61.15569,166.29305,4
4349,1999-12-01,60.72747,163.25803,5
4351,1999-12-01,53.50832,140.60927,1
4352,1999-12-01,53.35721,140.33215,4
4368,1999-12-01,50.81653,136.18854,4
4373,1999-12-01,49.97822,135.0,4
4392,1999-12-01,46.62118,130.89902,4
4402,1999-12-01,44.75467,128.98015,4
4409,1999-12-01,43.41064,127.725,4
4429,1999-12-01,33.01131,120.47752,2
4455,1999-12-01,27.09407,117.62775,2
4468,1999-12-01,24.00728,116.37993,0
4469,1999-12-01,23.76623,116.28826,0
4473,1999-12-01,1.70509,110.32876,0
4488,1999-12-01,59.93368,-157.71442,4
4503,1999-12-01,61.08224,-163.9926,5
4530,1999-12-01,61.26712,165.30267,4
4534,1999-12-01,59.27716,154.9574,2
4606,1999-12-01,40.98133,125.34817,4
4616,1999-12-01,32.6972,120.03646,2
4620,1999-12-01,31.57903,119.4584,2
4642,1999-12-01,26.51077,117.13991,2
4645,1999-12-01,25.80079,116.84963,2
4646,1999-12-01,25.56311,116.75414,2
4660,1999-12-01,0.92613,110.01057,0
4662,1999-12-01,0.33006,109.90116,0
4663,1999-12-01,0.03072,109.84689,0
4679,1999-12-01,60.32458,-158.36206,4
4681,1999-12-01,60.49342,-159.18494,4
4682,1999-12-01,60.57546,-159.59979,4
4691,1999-12-01,61.24038,-163.43117,1
4692,1999-12-01,61.30589,-163.86716,1
4702,1999-12-01,62.36287,175.27554,1
4710,1999-12-01,62.14948,171.53872,4
4725,1999-12-01,61.43176,164.74489,4
4732,1999-12-01,58.97297,152.86955,0
4737,1999-12-01,53.2585,139.04958,4
4740,1999-12-01,52.78737,138.24911,4
4765,1999-12-01,48.56981,132.29512,1
4806,1999-12-01,40.71809,124.81484,4
4809,1999-12-01,40.10478,124.35713,4
4828,1999-12-01,30.57347,118.7012,2
4829,1999-12-01,30.34556,118.59238,2
4833,1999-12-01,29.42894,118.16452,2
4836,1999-12-01,28.73626,117.85127,2
4865,1999-12-01,0.7363,109.80492,0
4889,1999-12-01,40.03872,-123.98617,2
4912,1999-12-01,61.32622,-162.42874,1
4914,1999-12-01,61.46331,-163.30075,1
4919,1999-12-01,61.77586,-165.51527,5
4922,1999-12-01,62.68197,178.5679,4
4932,1999-12-01,62.50181,173.34558,1
4935,1999-12-01,62.41262,171.93676,1
4937,1999-12-01,62.34376,171.00286,1
4939,1999-12-01,62.26742,170.07376,1
4946,1999-12-01,61.94229,166.86598,4
4948,1999-12-01,61.83312,165.96376,4
4957,1999-12-01,59.49662,153.81819,1
4975,1999-12-01,52.15834,136.72081,5
4977,1999-12-01,51.82992,136.21887,1
4983,1999-12-01,50.82495,134.76225,4
4988,1999-12-01,49.9658,133.60281,1
5008,1999-12-01,46.34873,129.41739,4
5018,1999-12-01,44.4414,127.56859,4
5021,1999-12-01,43.85733,127.04247,4
5036,1999-12-01,40.85926,124.59229,4
5045,1999-12-01,33.61948,119.98164,2
5050,1999-12-01,32.50558,119.39605,2
5051,1999-12-01,32.28132,119.28143,2
5060,1999-12-01,30.24078,118.28543,2
5064,1999-12-01,29.32105,117.86247,2
5068,1999-12-01,28.3934,117.451,2
5074,1999-12-01,26.98703,116.85442,2
5087,1999-12-01,23.87773,115.64101,0
5090,1999-12-01,23.14792,115.37537,0
5127,1999-12-01,40.79479,-124.21571,2
5146,1999-12-01,61.32807,-160.98923,1
5158,1999-12-01,62.91383,178.55588,4
5172,1999-12-01,62.64238,171.8699,1
5185,1999-12-01,62.05848,165.85052,4
5203,1999-12-01,54.08268,139.39871,4
5229,1999-12-01,49.7807,132.91322,1
5230,1999-12-01,49.60451,132.69093,1
5237,1999-12-01,48.35113,131.18593,4
5245,1999-12-01,46.87748,129.56995,4
5253,1999-12-01,45.3624,128.05721,4
5258,1999-12-01,44.39545,127.16074,4
5270,1999-12-01,42.01517,125.15099,4
5271,1999-12-01,41.81314,124.99202,4
5276,1999-12-01,40.79479,124.21571,4
5297,1999-12-01,31.27655,118.51873,2
5315,1999-12-01,27.10603,116.66167,2
5342,1999-12-01,34.75822,-120.04643,2
5346,1999-12-01,35.63522,-120.5406,2
5375,1999-12-01,59.80998,-153.04782,0
5387,1999-12-01,60.97329,-157.8645,4
5406,1999-12-01,63.14558,178.54364,1
5419,1999-12-01,62.90409,172.27816,1
5426,1999-12-01,62.63948,168.97048,1
5438,1999-12-01,61.83969,162.5907,4
5460,1999-12-01,52.668,136.49434,1
5481,1999-12-01,49.05265,131.58002,4
5488,1999-12-01,47.7758,130.1261,1
5496,1999-12-01,46.27682,128.56526,4
5510,1999-12-01,43.55856,126.06941,4
5540,1999-12-01,32.98064,119.10048,0
5551,1999-12-01,30.48543,117.88547,2
5581,1999-12-01,23.3777,115.00449,0
5586,1999-12-01,1.35195,109.40424,0
5596,1999-12-01,35.5447,-120.20324,2
5619,1999-12-01,40.45182,-123.31705,2
5629,1999-12-01,60.12365,-153.2394,0
5630,1999-12-01,60.22798,-153.63116,0
5631,1999-12-01,60.33085,-154.0256,4
5641,1999-12-01,61.27635,-158.11421,1
5646,1999-12-01,61.68971,-160.25316,1
5653,1999-12-01,62.19793,-163.34569,1
5665,1999-12-01,63.28729,175.1148,1
5667,1999-12-01,63.24392,174.14398,1
5681,1999-12-01,62.72452,167.47119,4
5690,1999-12-01,61.99041,162.00691,4
5703,1999-12-01,59.80205,152.08023,4
5708,1999-12-01,53.16741,136.76627,4
5744,1999-12-01,46.80746,128.70764,4
5749,1999-12-01,45.8537,127.76976,4
5757,1999-12-01,44.29623,126.34746,4
5775,1999-12-01,40.65903,123.46538,4
5793,1999-12-01,33.3292,119.00847,2
5822,1999-12-01,26.62927,115.98923,2
5832,1999-12-01,24.22301,115.0796,2
5843,1999-12-01,0.56068,109.09349,0
5853,1999-12-01,36.10972,-120.23853,2
5862,1999-12-01,38.05601,-121.40517,0
5868,1999-12-01,39.33106,-122.22876,3
5869,1999-12-01,39.54179,-122.36978,2
5870,1999-12-01,39.75201,-122.51192,2
5884,1999-12-01,59.67181,-150.73613,2
5887,1999-12-01,60.2253,-152.65013,0
5899,1999-12-01,61.40395,-157.52057,1
5906,1999-12-01,61.98663,-160.53413,1
5921,1999-12-01,63.56885,176.54668,1
5930,1999-12-01,63.36336,172.14668,1
5946,1999-12-01,62.42029,163.21017,4
5948,1999-12-01,62.28267,162.30911,4
5952,1999-12-01,61.98663,160.53413,1
5955,1999-12-01,61.12997,156.26706,4
5989,1999-12-01,50.79688,132.86131,4
6002,1999-12-01,48.456,130.04973,4
6024,1999-12-01,44.24297,125.94211,4
6032,1999-12-01,42.64022,124.62415,4
6039,1999-12-01,41.20907,123.53869,5
6046,1999-12-01,39.75201,122.51192,5
6078,1999-12-01,29.57008,116.96571,2
6097,1999-12-01,25.06419,115.15643,2
6120,1999-12-01,36.01755,-119.8989,2
6123,1999-12-01,36.67331,-120.27452,2
6128,1999-12-01,37.75643,-120.91985,0
6134,1999-12-01,39.03984,-121.72765,3
6135,1999-12-01,39.25198,-121.86597,3
6168,1999-12-01,61.52836,-156.92178,1
6175,1999-12-01,62.1267,-159.93692,1
6200,1999-12-01,63.67966,173.55046,1
6205,1999-12-01,63.52505,171.10414,1
6213,1999-12-01,63.17701,167.26036,4
6221,1999-12-01,62.70904,163.52957,0
6224,1999-12-01,62.50374,162.16498,4
6240,1999-12-01,60.85196,154.03593,4
6247,1999-12-01,60.10229,151.28493,1
6266,1999-12-01,51.6573,133.54364,4
6273,1999-12-01,50.42788,131.93771,4
6302,1999-12-01,44.97931,126.22218,4
6322,1999-12-01,40.93083,123.01249,4
6330,1999-12-01,39.25198,121.86597,2
6334,1999-12-01,37.32465,120.65876,2
6338,1999-12-01,36.45521,120.14837,2
6339,1999-12-01,36.23662,120.02316,2
